,id,collection,dc.contributor.advisor,dc.contributor.author[],dc.title[de],dc.title[en],tuhh.contributor.referee,PPN,Verfasser,sonstPers,Titel,RefID_plus_KoRef,Ref,RefKopie,RefID_plus_KoRefKopie
1300.0,8016,20.500.12738/6,"Haase, Frerk","Nguyen, Tien Hung::rp09582::600",Entwicklung und Aufbau eines Fahrsimulators mit Hilfe einer kostengünstigen Mikrocontroller-Plattform,," Maaß, Jochen ",890362122,"Nguyen, Tien Hung","Haase, Frerk [GutachterIn]; Maaß, Jochen [GutachterIn]",Entwicklung und Aufbau eines Fahrsimulators mit Hilfe einer kostengünstigen Mikrocontroller-Plattform," Maaß, Jochen [GutachterIn]","Haase, Frerk [GutachterIn]","Haase, Frerk"," Maaß, Jochen "
1603.0,7556,20.500.12738/6,"Schmidt, Ralph","Heger, Lukas::rp09162::600",I have a Stream - Umfragegestützter Trendvergleich zu Musikkonsum und -akzeptanz auf physischen und digitalen Tonträgern sowie über Streamingportale,," Büschenfeldt, Maika ",865511713,"Heger, Lukas","Schmidt, Ralph ; ID: gnd/142178411; Büschenfeldt, Maika ; ID: gnd/101901282X",I have a Stream - Umfragegestützter Trendvergleich zu Musikkonsum und -akzeptanz auf physischen und digitalen Tonträgern sowie über Streamingportale," ID: gnd/142178411; Büschenfeldt, Maika ; ID: gnd/101901282X","Schmidt, Ralph ","Schmidt, Ralph"," Büschenfeldt, Maika "
1212.0,8005,20.500.12738/6,"Fitz, Robert","Juris, Bernd::rp09571::600",Methoden zur computergestützten Detektionsteganographischer Inhalte in Bilddaten,," Rauscher-Scheibe, Annabella ",890148686,"Juris, Bernd","Fitz, Robert *1965-* ; ID: gnd/123512905; Rauscher-Scheibe, Annabella [GutachterIn]",Methoden zur computergestützten Detektion steganographischer Inhalte in Bilddaten," ID: gnd/123512905; Rauscher-Scheibe, Annabella [GutachterIn]","Fitz, Robert *1965-* ","Fitz, Robert"," Rauscher-Scheibe, Annabella "
1792.0,7548,20.500.12738/6,"Krauß-Leichert, Ute","Eren, Özlem::rp09154::600",Türkisches Vorlesen in der Bücherhalle Kirchdorf - Erstellen und Durchführen eines Leseförderungskonzeptes für Kinder mit türkischem Migrationshintergrund,," Schade, Frauke ",865503621,"Eren, Özlem","Krauß-Leichert, Ute *1954-* ; ID: gnd/115646302; Schade, Frauke [AkademischeR BetreuerIn]",Türkisches Vorlesen in der Bücherhalle Kirchdorf - Erstellen und Durchführen eines Leseförderungskonzeptes für Kinder mit türkischem Migrationshintergrund," ID: gnd/115646302; Schade, Frauke [AkademischeR BetreuerIn]","Krauß-Leichert, Ute *1954-* ","Krauß-Leichert, Ute"," Schade, Frauke "
1593.0,7567,20.500.12738/6,"Heß, Robert","Ripke, Lisa Anna::rp09172::600",Modelle des Menschen zur Bestimmung der effektiven Strahlendosis in der Röntgendiagnostik,," Rauscher-Scheibe, Annabella ",865652783,"Ripke, Lisa Anna","Heß, Robert [AkademischeR BetreuerIn]; Rauscher-Scheibe, Annabella [AkademischeR BetreuerIn]",Modelle des Menschen zur Bestimmung der effektiven Strahlendosis in der Röntgendiagnostik," Rauscher-Scheibe, Annabella [AkademischeR BetreuerIn]","Heß, Robert [AkademischeR BetreuerIn]","Heß, Robert"," Rauscher-Scheibe, Annabella "
1219.0,7997,20.500.12738/6,"Fitz, Robert","Mohammadi, Noushin::rp09563::600",Implementierung eines neuen JPEG-basierten Steganographie- und Kryptographie-Verfahrens mit Mikrocontroller-realisierter Webseite,," Dierks, Henning ",889919720,"Mohammadi, Noushin","Fitz, Robert [GutachterIn]; Dierks, Henning *1970-* ; ID: gnd/122235754",Implementierung eines neuen JPEG-basierten Steganographie- und Kryptographie-Verfahrens mit Mikrocontroller-realisierter Webseite," Dierks, Henning *1970-* ; ID: gnd/122235754","Fitz, Robert [GutachterIn]","Fitz, Robert"," Dierks, Henning "
1608.0,7539,20.500.12738/6,"Wendel, Ralf","Drengberg, Bjarne-Christopher::rp09145::600",Charakterisierung von Radarreflektoren für das S- und X-Band,," Missun, Jürgen ",865258422,"Drengberg, Bjarne-Christopher","Wendel, Ralf *1962-* ; ID: gnd/172756758; Missun, Jürgen [AkademischeR BetreuerIn]",Charakterisierung von Radarreflektoren im S- und X-Band," ID: gnd/172756758; Missun, Jürgen [AkademischeR BetreuerIn]","Wendel, Ralf *1962-* ","Wendel, Ralf"," Missun, Jürgen "
4205.0,9659,20.500.12738/6,"Baran, Reinhard","Elghachtouli, Anouar::rp11062::600","Schematisierung, Visualisierung und Bedienung einer Verpackungsmaschine mit WinCC",," Meisel, Andreas ",592515125,"Elghachtouli, Anouar","Baran, Reinhard [Ref.]; Meisel, Andreas [Ko-Ref.]","Schematisierung, Visualisierung und Bedienung einer Verpackungsmaschine mit WinCC"," Meisel, Andreas [Ko-Ref.]","Baran, Reinhard [Ref.]","Baran, Reinhard"," Meisel, Andreas "
1601.0,7558,20.500.12738/6,"Lewandowski, Dirk",,Google Now und die Daten der Nutzer. Eine Tagebuchstudie zur Wahrnehmung von Google Now Karten im Hinblick auf die Sammlung personenbezogener Daten,," Verch, Ulrike ",865519986,"Linhart, Alexandra Svantje","Lewandowski, Dirk *1973-* ; ID: gnd/130531782; Verch, Ulrike *1970-* ; ID: gnd/130520578",Google Now und die Daten der Nutzer. Eine Tagebuchstudie zur Wahrnehmung von Google Now Karten im Hinblick auf die Sammlung personenbezogener Daten," ID: gnd/130531782; Verch, Ulrike *1970-* ; ID: gnd/130520578","Lewandowski, Dirk *1973-* ","Lewandowski, Dirk"," Verch, Ulrike "
1945.0,7218,20.500.12738/6,"Busch, Susanne","Miersch, Wiebke::rp08849::600",Pflegekurse für pflegende Angehörige (§45 SGB XI) Eine angehörigenorientierte Bestandsaufnahme,," Stratmeyer, Peter ",845345974,"Miersch, Wiebke","Busch, Susanne [Ref.]; Stratmeyer, Peter [Ko-Ref.]",Pflegekurse für pflegende Angehörige (§45 SGB XI): eine angehörigenorientierte Bestandsaufnahme," Stratmeyer, Peter [Ko-Ref.]","Busch, Susanne [Ref.]","Busch, Susanne"," Stratmeyer, Peter "
4574.0,7782,20.500.12738/6,"Krüger, Detlef","Schlömer, Alexandra::rp09363::600",Gesundheitsbezogenes Wohlbefinden von Kindern in der Grundschule,," Schröder, Angela",555408949,"Schlömer, Alexandra","Krüger, Detlef; Schröder, Angela",Gesundheitsbezogenes Wohlbefinden von Kindern in der Grundschule," Schröder, Angela","Krüger, Detlef","Krüger, Detlef"," Schröder, Angela"
2581.0,6634,20.500.12738/6,"Schiemann, Thomas","Peter, Veronica::rp08315::600",Die Ermittlung der Grenzen von Enzymimmunoassays im Drogenscreeninganhand einer statistischen Datenanalyse,," Saadat, Siawusch ",79002649X,"Peter, Veronica","Schiemann, Thomas [Ref.]; Saadat, Siawusch [Ko-Ref.]",Die Ermittlung der Grenzen von Enzymimmunoassays im Drogenscreening anhand einer statistischen Datenanalyse," Saadat, Siawusch [Ko-Ref.]","Schiemann, Thomas [Ref.]","Schiemann, Thomas"," Saadat, Siawusch "
2090.0,7026,20.500.12738/6,"Ulber, Daniela","Lindenberg, Philipp::rp08675::600",Personalführung. Möglichkeiten der Verbesserung von Arbeitsmotivation  und –zufriedenheit durch Leitungskräfte in Kindertageseinrichtungen unter besonderer Berücksichtigung der Kommunikation,," Bergs-Winkels, Dagmar ",828586810,"Lindenberg, Philipp","Ulber, Daniela [Ref.]; Bergs-Winkels, Dagmar [Ko-Ref.]",Personalführung: Möglichkeiten der Verbesserung von Arbeitsmotivation und –zufriedenheit durch Leitungskräfte in Kindertageseinrichtungen unter besonderer Berücksichtigung der Kommunikation," Bergs-Winkels, Dagmar [Ko-Ref.]","Ulber, Daniela [Ref.]","Ulber, Daniela"," Bergs-Winkels, Dagmar "
2213.0,7006,20.500.12738/6,"Casagrande, Fabio","Gomm, Katharina::rp08655::600",Pflichtuntersuchungen für Prostituierte: Zum stigmatisierenden Charakter und der Zweckmäßigkeit dieser Untersuchungen in der Praxis,," Ansen, Harald ",827601565,"Gomm, Katharina","Casagrande, Fabio [Ref.]; Ansen, Harald [Ko-Ref.]",Pflichtuntersuchungen für Prostituierte: Zum stigmatisierenden Charakter und der Zweckmäßigkeit dieser Untersuchungen in der Praxis," Ansen, Harald [Ko-Ref.]","Casagrande, Fabio [Ref.]","Casagrande, Fabio"," Ansen, Harald "
2520.0,6615,20.500.12738/6,"Zukunft, Olaf","Grundmann, Lukas::rp08300::600",Entwicklung und Bewertung eines vielseitig einsetzbaren Diagramm editors für den Microsoft Pixelsense Tabletop PC,," Thiel-Clemen, Thomas ",788614487,"Grundmann, Lukas","Zukunft, Olaf [Ref.]; Thiel-Clemen, Thomas [Ko-Ref.]",Entwicklung und Bewertung eines vielseitig einsetzbaren Diagrammeditors für den Microsoft Pixelsense Tabletop PC," Thiel-Clemen, Thomas [Ko-Ref.]","Zukunft, Olaf [Ref.]","Zukunft, Olaf"," Thiel-Clemen, Thomas "
1424.0,7783,20.500.12738/6,"Hübner, Martin","Henken, Kai::rp09364::600",Internetbasierte Tracking-Technologien,," Kossakowski, Klaus-Peter ",876366957,"Henken, Kai","Hübner, Martin [AkademischeR BetreuerIn]; Kossakowski, Klaus-Peter [AkademischeR BetreuerIn]",Internetbasierte Tracking-Technologien," Kossakowski, Klaus-Peter [AkademischeR BetreuerIn]","Hübner, Martin [AkademischeR BetreuerIn]","Hübner, Martin"," Kossakowski, Klaus-Peter "
2513.0,6625,20.500.12738/6,"Schmidt, Ralph","Pfisterer, Ines::rp08309::600",Erfolgsfaktoren im Social Media Recruiting - Modelle und Konzepte webbasierter Personalbeschaffung für Mediaagenturen anhand von Best-Practice-Analysen,," Burkhardt, Steffen ",789285606,"Pfisterer, Ines","Schmidt, Ralph [Ref.]; Burkhardt, Steffen [Ko-Ref.]",Erfolgsfaktoren im Social Media Recruiting," Burkhardt, Steffen [Ko-Ref.]","Schmidt, Ralph [Ref.]","Schmidt, Ralph"," Burkhardt, Steffen "
2096.0,7017,20.500.12738/6,"Voß, Andreas","Georgi, Raphaela::rp08666::600",Kinderschutz bei digitalen Spielen. Wer schützt unsere Kinder vor den Risiken digitaler Spiele,," Bergs-Winkels, Dagmar ",827854129,"Georgi, Raphaela","Voß, Andreas [Ref.]; Bergs-Winkels, Dagmar [Ko-Ref.]",Kinderschutz bei digitalen Spielen: Wer schützt unsere Kinder vor den Risiken digitaler Spiele," Bergs-Winkels, Dagmar [Ko-Ref.]","Voß, Andreas [Ref.]","Voß, Andreas"," Bergs-Winkels, Dagmar "
1423.0,7784,20.500.12738/6,"Casagrande, Fabio","Zorn, Dominik::rp09365::600",Ästhetische Medien in der Sozialdiagnostik – Gestaltungspädagogik als Zugang zur Deutungswelt des unterstützungssuchenden Menschen im sozialarbeiterischen Prozess,," Gransee, Carmen ",876372132,"Zorn, Dominik","Casagrande, Fabio [AkademischeR BetreuerIn]; Gransee, Carmen *1962-* ; ID: gnd/120932504",Ästhetische Medien in der Sozialdiagnostik," Gransee, Carmen *1962-* ; ID: gnd/120932504","Casagrande, Fabio [AkademischeR BetreuerIn]","Casagrande, Fabio"," Gransee, Carmen "
1930.0,7233,20.500.12738/6,"Meyer-Eschenbach, Andreas","Mergenthal, Nicole::rp08267::500",Analyse und Entwicklung von Methoden zum Thema Nachhaltigkeit sowie die Implementierung im Unternehmen,," Isenberg, Randolf ",845403796,"Mergenthal, Nicole","Meyer-Eschenbach, Andreas [Ref.]; Isenberg, Randolf [Ko-Ref.]",Analyse und Entwicklung von Methoden zum Thema Nachhaltigkeit sowie die Implementierung im Unternehmen," Isenberg, Randolf [Ko-Ref.]","Meyer-Eschenbach, Andreas [Ref.]","Meyer-Eschenbach, Andreas"," Isenberg, Randolf "
2579.0,6638,20.500.12738/6,"Margaritoff, Petra","Seyed-Mahdavi , Masair::rp08317::600","Analyse der Drücke und Kräfte, die durch ein typisches Herzschlagvolumen in der Pumpkammer eines biomechanischen Herzunterstützungssystems auf die Kammerwand auftreten",," Klapproth, Peter ",790564750,"Seyed-Mahdavi, Masiar","Margaritoff, Petra [Ref.]; Klapproth, Peter [Ko-Ref.]","Analyse der Drücke und Kräfte, die durch ein typisches Herzschlagvolumen in der Pumpkammer eines biomechanischen Herzunterstützungssystems auf die Kammerwand auftreten"," Klapproth, Peter [Ko-Ref.]","Margaritoff, Petra [Ref.]","Margaritoff, Petra"," Klapproth, Peter "
2079.0,7041,20.500.12738/6,"Groen, Gunter","Börnsen, Holle::rp08690::600","Zur Entwicklung kindlicher Fähigkeitsselbstkonzepte im Kontext der Grundschule.Einflussfaktoren erkennen, Grundschulkinder stärken",," Schürgers, Georg ",829079319,"Börnsen, Holle","Groen, Gunter [Ref.]; Schürgers, Georg [Ko-Ref.]",Zur Entwicklung kindlicher Fähigkeitsselbstkonzepte im Kontext der Grundschule," Schürgers, Georg [Ko-Ref.]","Groen, Gunter [Ref.]","Groen, Gunter"," Schürgers, Georg "
2585.0,6621,20.500.12738/6,"Schulz, Ursula","Bäßler, Josefine::rp07394::500",Rolle von Bibliotheken im Science 2.0 – Fokus Wirtschaftswissenschaften,," Linek, Stephanie ",788773798,"Bäßler, Josefine","Schulz, Ursula [Ref.]; Linek, Stephanie [Ko-Ref.]",Rolle von Bibliotheken im Science 2.0," Linek, Stephanie [Ko-Ref.]","Schulz, Ursula [Ref.]","Schulz, Ursula"," Linek, Stephanie "
2087.0,7029,20.500.12738/6,"Groen, Gunter","Lubach, Jana::rp08678::600",Die Schöpferische Musiktherapie bei Menschen mit autistischen Störungen. Eine Gegenüberstellung von Theorie und Praxis,," Hagen, Jutta ",828666318,"Lubach, Jana","Groen, Gunter [Ref.]; Hagen, Jutta [Ko-Ref.]",Die Schöpferische Musiktherapie bei Menschen mit autistischen Störungen," Hagen, Jutta [Ko-Ref.]","Groen, Gunter [Ref.]","Groen, Gunter"," Hagen, Jutta "
2508.0,6630,20.500.12738/6,"Luck, Kai von","Klausa, Marius::rp07276::500",Entwicklung und Evaluation eines digitalen schwarzen Bretts zur Diskursunterstützung im Hochschulumfeld,," Klemke, Gunter ",789400774,"Klausa, Marius","Luck, Kai von [Ref.]; Klemke, Gunter [Ko-Ref.]",Entwicklung und Evaluation eines digitalen schwarzen Bretts zur Diskursunterstützung im Hochschulumfeld," Klemke, Gunter [Ko-Ref.]","Luck, Kai von [Ref.]","Luck, Kai von"," Klemke, Gunter "
2080.0,7040,20.500.12738/6,"Schwarting, Frauke","Scheit, Imke::rp08689::600",Rückfälligkeit bei abstinenz-­‐orientierten Drogenkonsumenten*innen. Deutung und Faktoren,," Lehmann, Grit ",829077030,"Scheit, Imke","Schwarting, Frauke [Ref.]; Lehmann, Grit [Ko-Ref.]",Rückfälligkeit bei abstinenz-orientierten Drogenkonsumenten*innen," Lehmann, Grit [Ko-Ref.]","Schwarting, Frauke [Ref.]","Schwarting, Frauke"," Lehmann, Grit "
2100.0,7010,20.500.12738/6,"Renz, Wolfgang","Duckstein, Gerald::rp08659::600",Entwicklung und Implementierung einer Regelung für ein virtuelles Kraftwerk aus Blockheizkraftwerken,," Kapels, Holger ",827690517,"Duckstein, Gerald","Renz, Wolfgang [Ref.]; Kapels, Holger [Ko-Ref.]",Entwicklung und Implementierung einer Regelung für ein virtuelles Kraftwerk aus Blockheizkraftwerken," Kapels, Holger [Ko-Ref.]","Renz, Wolfgang [Ref.]","Renz, Wolfgang"," Kapels, Holger "
2519.0,6616,20.500.12738/6,"Kahlbrandt, Bernd","Ayeva, Ahidjo::rp08301::600",Verwendung von Agentensystemen zur Optimierung der Steuerung auf der Basis von JADE : Am Beispiel des Gebäudemanagements,," Neitzke, Michael ",788718592,"Ayeva, Ahidjo","Kahlbrandt, Bernd [Ref.]; Neitzke, Michael [Ko-Ref.]",Verwendung von Agentensystemen zur Optimierung der Steuerung auf der Basis von JADE," Neitzke, Michael [Ko-Ref.]","Kahlbrandt, Bernd [Ref.]","Kahlbrandt, Bernd"," Neitzke, Michael "
4549.0,7021,20.500.12738/6,"Kübler, Hans-Dieter","Schmill, Bettina::rp08670::600",Zur Zukunft von Castings : eine Konzeptentwicklung zur Präsentation von Castings im Web,," Debacher, Uwe ",55019407X,"Schmill, Bettina","Kübler, Hans-Dieter [Ref.]; Debacher, Uwe [Ko-Ref.]",Zur Zukunft von Castings," Debacher, Uwe [Ko-Ref.]","Kübler, Hans-Dieter [Ref.]","Kübler, Hans-Dieter"," Debacher, Uwe "
2512.0,6626,20.500.12738/6,"Gundlach, Hardy","Krugmann, Julian::rp08310::600",Zwischen Authentizität und Inszenierung – Eine empirische Studie zum Erfolg von Testimonials in der Markenkommunikation,," Hofmann, Ulrich ",789289806,"Krugmann, Julian","Gundlach, Hardy [Ref.]; Hofmann, Ulrich [Ko-Ref.]",Zwischen Authentizität und Inszenierung," Hofmann, Ulrich [Ko-Ref.]","Gundlach, Hardy [Ref.]","Gundlach, Hardy"," Hofmann, Ulrich "
2212.0,7007,20.500.12738/6,"Ansen, Harald","Baumann, TImm::rp08656::600",Psychoedukative Gruppenarbeit bei schizophrenen Erkrankungen im Spiegel Klinischer Sozialarbeit,," Schürgers, Georg ",827613342,"Baumann, Timm","Ansen, Harald [Ref.]; Schürgers, Georg [Ko-Ref.]",Psychoedukative Gruppenarbeit bei schizophrenen Erkrankungen im Spiegel Klinischer Sozialarbeit," Schürgers, Georg [Ko-Ref.]","Ansen, Harald [Ref.]","Ansen, Harald"," Schürgers, Georg "
1399.0,7809,20.500.12738/6,"Ansen, Harald","Wagner, Christina::rp09389::600",Bausteine für ein Konzept des Winternotprogramms bei fördern & wohnen in Hamburg,," Gransee, Carmen ",877021066,"Wagner, Christina","Ansen, Harald *1960-* ; ID: gnd/118197223; Gransee, Carmen *1962-* ; ID: gnd/120932504",Bausteine für ein Konzept des Winternotprogramms bei fördern & wohnen in Hamburg," ID: gnd/118197223; Gransee, Carmen *1962-* ; ID: gnd/120932504","Ansen, Harald *1960-* ","Ansen, Harald"," Gransee, Carmen "
1870.0,7332,20.500.12738/6,"Groen, Gunter","Bilke, Tobias::rp08954::600",Die berufliche Inklusion von Asperger-Autisten in den ersten Arbeitsmarkt unter Berücksichtigung des TEACCH-Ansatzes,," Schürgers, Georg ",858990679,"Bilke, Tobias","Groen, Gunter *1970-* ; ID: gnd/124078605; Schürgers, Georg [AkademischeR BetreuerIn]",Die berufliche Inklusion von Asperger-Autisten in den ersten Arbeitsmarkt unter Berücksichtigung des TEACCH-Ansatzes," ID: gnd/124078605; Schürgers, Georg [AkademischeR BetreuerIn]","Groen, Gunter *1970-* ","Groen, Gunter"," Schürgers, Georg "
1868.0,7341,20.500.12738/6,"Heer-Rodiek, Volker","Hörold, Fenja::rp08963::600",Die Relevanz der Bindungstheorie in der sozialarbeiterischen Praxis für eine Intervention mit Müttern zur Stärkung der Mutter-Kind-Bindung,," Hagen, Jutta ",859351831,"Hörold, Fenja","Heer-Rodiek, Volker [AkademischeR BetreuerIn]; Hagen, Jutta [AkademischeR BetreuerIn]",Die Relevanz der Bindungstheorie in der sozialarbeiterischen Praxis für eine Intervention mit Müttern zur Stärkung der Mutter-Kind-Bindung," Hagen, Jutta [AkademischeR BetreuerIn]","Heer-Rodiek, Volker [AkademischeR BetreuerIn]","Heer-Rodiek, Volker"," Hagen, Jutta "
1409.0,7798,20.500.12738/6,"Güntner, Simon","Pausch, Claudia::rp09378::600",Zur Aushandlung von Kultur in Integrationsmaßnahmen des BAMF - eine ethnografische Studie am Beispiel des Orientierungskurses,," Vaudt, Susanne ",876455518,"Pausch, Claudia","Güntner, Simon *1973-* ; ID: gnd/1023580594; Vaudt, Susanne *1968-* ; ID: gnd/123547490",Zur Aushandlung von Kultur in Integrationsmaßnahmen des BAMF," ID: gnd/1023580594; Vaudt, Susanne *1968-* ; ID: gnd/123547490","Güntner, Simon *1973-* ","Güntner, Simon"," Vaudt, Susanne "
1692.0,7360,20.500.12738/6,"Pareigis, Stephan","Runge, Felix::rp08979::600",Die Programmiersprache Rust - Einsatz und moderne Entwurfsmuster in der systemnahen Programmierung dargestellt und auf einer Plattform zentralisiert,," Sarstedt, Stefan ",860536246,"Runge, Felix","Pareigis, Stephan [AkademischeR BetreuerIn]; Sarstedt, Stefan ; ID: gnd/131782436",Die Programmiersprache Rust : Einsatz und moderne Entwurfsmuster in der systemnahen Programmierung dargestellt und auf einer Plattform zentralisiert," Sarstedt, Stefan ; ID: gnd/131782436","Pareigis, Stephan [AkademischeR BetreuerIn]","Pareigis, Stephan"," Sarstedt, Stefan "
1874.0,7327,20.500.12738/6,"Güntner, Simon","Wiggers, Sonja::rp08949::600",Möglichkeiten und Grenzen akzeptanzorientierter Drogenarbeit: Eine Analyse am Beispiel von Konsumräumen,," Schwarting, Frauke ",858600498,"Wiggers, Sonja","Güntner, Simon *1973-* ; ID: gnd/1023580594; Schwarting, Frauke ; ID: gnd/114595097",Möglichkeiten und Grenzen akzeptanzorientierter Drogenarbeit," ID: gnd/1023580594; Schwarting, Frauke ; ID: gnd/114595097","Güntner, Simon *1973-* ","Güntner, Simon"," Schwarting, Frauke "
1055.0,8217,20.500.12738/6,"Jenke, Philipp","Schäfer, Dimitrij::rp09760::600",Untersuchung der Bewegungsmethoden im virtuellen Raum mit Bezug auf Cybersickness,," Luck, Kai",1011867001,"Schäfer, Dimirij","Jenke, Philipp *1978-* ; ID: gnd/139045066; Luck, Kai$cvon *1954-* ; ID: gnd/1089185561",Untersuchung der Bewegungsmethoden im virtuellen Raum mit Bezug auf Cybersickness Bachelorthesis eingereicht," ID: gnd/139045066; Luck, Kai$cvon *1954-* ; ID: gnd/1089185561","Jenke, Philipp *1978-* ","Jenke, Philipp"," Luck, Kai"
1417.0,7790,20.500.12738/6,"Luck, Kai","bst, Bastian::rp07681::500",Vergleich von Data Mining-Verfahren für ein auf Selbstauskunft basierendes Empfehlungssystem,," Draheim, Susanne ",87638890X,"Probst, Bastian","Luck, Kai$cvon *1954-* ; ID: gnd/1089185561; Draheim, Susanne ; ID: gnd/1024786617",Vergleich von Data Mining-Verfahren für ein auf Selbstauskunft basierendes Empfehlungssystem," ID: gnd/1089185561; Draheim, Susanne ; ID: gnd/1024786617","Luck, Kai$cvon *1954-* ","Luck, Kai"," Draheim, Susanne "
